event_id,object,index,n_tracks,conversionType
651,photon,0,0,0.0
651,jet,0,5,
651,jet,1,3,
651,jet,2,2,
651,jet,3,0,
651,jet,4,1,
652,photon,0,1,0.0
652,photon,1,1,0.0
652,jet,0,7,
652,jet,1,3,
652,jet,2,2,
654,jet,0,3,
654,jet,1,6,
654,jet,2,3,
654,jet,3,0,
654,jet,4,2,
654,jet,5,3,
654,jet,6,1,
654,jet,7,1,
654,jet,8,1,
654,jet,9,1,
654,jet,10,2,
654,jet,11,0,
654,jet,12,1,
654,jet,13,2,
654,jet,14,1,
655,photon,0,0,0.0
655,jet,0,2,
655,jet,1,7,
655,jet,2,3,
655,jet,3,1,
655,jet,4,2,
655,jet,5,3,
655,jet,6,2,
656,photon,0,2,0.0
656,jet,0,5,
656,jet,1,12,
656,jet,2,0,
656,jet,3,2,
656,jet,4,5,
656,jet,5,1,
656,jet,6,2,
656,jet,7,3,
656,jet,8,1,
656,jet,9,4,
656,jet,10,2,
656,jet,11,2,
656,jet,12,2,
656,jet,13,2,
656,jet,14,0,
658,photon,0,2,0.0
658,jet,0,8,
658,jet,1,1,
658,jet,2,2,
658,jet,3,1,
658,jet,4,4,
658,jet,5,3,
659,photon,0,1,0.0
659,jet,0,10,
659,jet,1,1,
659,jet,2,1,
659,jet,3,2,
660,photon,0,1,0.0
660,jet,0,3,
660,jet,1,2,
660,jet,2,2,
660,jet,3,1,
660,jet,4,2,
661,photon,0,0,0.0
661,jet,0,7,
661,jet,1,2,
661,jet,2,2,
661,jet,3,0,
661,jet,4,5,
661,jet,5,4,
661,jet,6,3,
662,photon,0,0,0.0
662,photon,1,1,0.0
662,jet,0,8,
662,jet,1,4,
662,jet,2,2,
663,jet,0,4,
663,jet,1,7,
663,jet,2,8,
663,jet,3,2,
663,jet,4,3,
663,jet,5,0,
663,jet,6,2,
663,jet,7,1,
663,jet,8,0,
664,jet,0,5,
664,jet,1,0,
664,jet,2,3,
664,jet,3,5,
665,photon,0,2,0.0
665,photon,1,0,0.0
665,jet,0,3,
665,jet,1,4,
665,jet,2,2,
665,jet,3,1,
665,jet,4,0,
666,photon,0,1,0.0
666,jet,0,6,
666,jet,1,0,
666,jet,2,2,
666,jet,3,5,
666,jet,4,0,
666,jet,5,3,
666,jet,6,2,
666,jet,7,2,
667,photon,0,1,0.0
667,photon,1,0,0.0
667,jet,0,5,
667,jet,1,4,
667,jet,2,1,
667,jet,3,1,
668,photon,0,2,0.0
668,jet,0,4,
668,jet,1,4,
668,jet,2,3,
668,jet,3,3,
668,jet,4,5,
668,jet,5,7,
668,jet,6,1,
668,jet,7,2,
669,jet,0,4,
669,jet,1,8,
669,jet,2,3,
669,jet,3,4,
669,jet,4,0,
669,jet,5,0,
669,jet,6,1,
669,jet,7,0,
669,jet,8,0,
669,jet,9,1,
669,jet,10,5,
669,jet,11,2,
669,jet,12,2,
669,jet,13,0,
670,photon,0,0,0.0
670,photon,1,2,0.0
670,jet,0,7,
670,jet,1,4,
670,jet,2,2,
671,photon,0,1,0.0
671,jet,0,3,
671,jet,1,4,
673,photon,0,2,0.0
673,photon,1,1,0.0
673,jet,0,3,
673,jet,1,6,
673,jet,2,3,
674,photon,0,0,0.0
674,jet,0,6,
674,jet,1,1,
674,jet,2,1,
674,jet,3,4,
674,jet,4,2,
674,jet,5,0,
674,jet,6,0,
674,jet,7,0,
675,photon,0,0,0.0
675,jet,0,4,
675,jet,1,1,
675,jet,2,6,
675,jet,3,2,
676,photon,0,0,0.0
676,photon,1,0,0.0
676,jet,0,4,
676,jet,1,4,
676,jet,2,4,
676,jet,3,3,
677,photon,0,0,0.0
677,photon,1,1,0.0
677,jet,0,5,
677,jet,1,1,
677,jet,2,2,
678,photon,0,0,0.0
678,jet,0,1,
678,jet,1,4,
678,jet,2,7,
678,jet,3,2,
678,jet,4,4,
679,jet,0,6,
679,jet,1,11,
679,jet,2,1,
679,jet,3,1,
679,jet,4,0,
679,jet,5,0,
679,jet,6,2,
680,photon,0,0,0.0
680,jet,0,10,
680,jet,1,5,
680,jet,2,0,
680,jet,3,4,
680,jet,4,0,
681,photon,0,2,0.0
681,jet,0,2,
681,jet,1,4,
681,jet,2,3,
681,jet,3,3,
681,jet,4,2,
681,jet,5,0,
682,photon,0,3,0.0
682,photon,1,1,0.0
682,jet,0,11,
682,jet,1,6,
682,jet,2,2,
682,jet,3,1,
682,jet,4,1,
682,jet,5,0,
683,jet,0,10,
683,jet,1,4,
683,jet,2,1,
683,jet,3,0,
683,jet,4,0,
683,jet,5,2,
683,jet,6,1,
683,jet,7,1,
683,jet,8,2,
683,jet,9,0,
683,jet,10,2,
683,jet,11,0,
684,photon,0,0,0.0
684,jet,0,1,
684,jet,1,6,
684,jet,2,4,
684,jet,3,6,
684,jet,4,2,
684,jet,5,3,
684,jet,6,3,
684,jet,7,2,
684,jet,8,1,
684,jet,9,0,
684,jet,10,2,
684,jet,11,1,
684,jet,12,0,
684,jet,13,1,
685,jet,0,2,
685,jet,1,5,
685,jet,2,2,
685,jet,3,4,
685,jet,4,2,
686,photon,0,2,0.0
686,jet,0,4,
686,jet,1,11,
686,jet,2,1,
686,jet,3,3,
687,photon,0,0,0.0
687,jet,0,3,
687,jet,1,3,
687,jet,2,7,
687,jet,3,1,
687,jet,4,2,
688,photon,0,0,0.0
688,jet,0,6,
688,jet,1,4,
688,jet,2,4,
688,jet,3,1,
688,jet,4,2,
688,jet,5,1,
688,jet,6,2,
688,jet,7,2,
688,jet,8,2,
688,jet,9,4,
688,jet,10,4,
688,jet,11,1,
688,jet,12,4,
688,jet,13,0,
688,jet,14,2,
689,photon,0,0,0.0
689,jet,0,6,
689,jet,1,9,
689,jet,2,7,
689,jet,3,5,
689,jet,4,3,
689,jet,5,1,
689,jet,6,3,
689,jet,7,3,
691,photon,0,0,0.0
691,photon,1,1,0.0
691,jet,0,5,
691,jet,1,3,
693,photon,0,1,0.0
693,photon,1,0,0.0
693,jet,0,6,
693,jet,1,6,
693,jet,2,4,
693,jet,3,5,
694,jet,0,3,
694,jet,1,5,
694,jet,2,6,
694,jet,3,5,
694,jet,4,1,
694,jet,5,1,
694,jet,6,5,
694,jet,7,0,
694,jet,8,0,
694,jet,9,2,
694,jet,10,1,
694,jet,11,0,
695,photon,0,3,0.0
695,jet,0,5,
695,jet,1,4,
695,jet,2,3,
695,jet,3,2,
695,jet,4,2,
695,jet,5,0,
695,jet,6,1,
695,jet,7,1,
695,jet,8,2,
695,jet,9,3,
695,jet,10,2,
695,jet,11,2,
695,jet,12,3,
695,jet,13,1,
695,jet,14,2,
695,jet,15,5,
695,jet,16,3,
695,jet,17,2,
695,jet,18,0,
695,jet,19,3,
695,jet,20,0,
695,jet,21,2,
695,jet,22,2,
696,photon,0,1,0.0
696,jet,0,1,
696,jet,1,5,
696,jet,2,4,
696,jet,3,0,
696,jet,4,3,
696,jet,5,3,
696,jet,6,1,
696,jet,7,0,
696,jet,8,1,
696,jet,9,1,
696,jet,10,2,
696,jet,11,2,
696,jet,12,2,
696,jet,13,1,
696,jet,14,1,
696,jet,15,2,
696,jet,16,4,
696,jet,17,0,
696,jet,18,5,
696,jet,19,2,
696,jet,20,1,
697,photon,0,2,0.0
697,jet,0,14,
697,jet,1,3,
697,jet,2,2,
697,jet,3,3,
698,photon,0,1,0.0
698,jet,0,5,
698,jet,1,5,
698,jet,2,7,
698,jet,3,6,
698,jet,4,5,
698,jet,5,2,
698,jet,6,1,
698,jet,7,3,
698,jet,8,1,
700,photon,0,0,0.0
700,jet,0,5,
700,jet,1,5,
700,jet,2,5,
700,jet,3,2,
700,jet,4,2,
700,jet,5,1,
700,jet,6,2,
700,jet,7,0,
700,jet,8,2,
700,jet,9,3,
700,jet,10,3,
701,photon,0,1,0.0
701,jet,0,5,
701,jet,1,2,
701,jet,2,5,
701,jet,3,6,
701,jet,4,0,
701,jet,5,3,
701,jet,6,0,
702,photon,0,0,0.0
702,jet,0,3,
702,jet,1,1,
702,jet,2,1,
702,jet,3,0,
703,jet,0,5,
703,jet,1,7,
703,jet,2,3,
703,jet,3,5,
703,jet,4,2,
703,jet,5,0,
703,jet,6,0,
703,jet,7,4,
703,jet,8,1,
703,jet,9,0,
703,jet,10,2,
703,jet,11,0,
703,jet,12,2,
703,jet,13,2,
704,photon,0,1,0.0
704,photon,1,1,0.0
704,jet,0,9,
704,jet,1,7,
704,jet,2,2,
704,jet,3,5,
704,jet,4,4,
704,jet,5,0,
704,jet,6,3,
704,jet,7,4,
704,jet,8,0,
704,jet,9,1,
704,jet,10,1,
704,jet,11,0,
704,jet,12,1,
704,jet,13,0,
704,jet,14,6,
704,jet,15,1,
705,jet,0,9,
705,jet,1,3,
705,jet,2,1,
705,jet,3,1,
705,jet,4,0,
706,photon,0,0,0.0
706,photon,1,0,0.0
706,jet,0,4,
707,jet,0,2,
707,jet,1,13,
707,jet,2,3,
707,jet,3,2,
707,jet,4,1,
708,photon,0,1,0.0
708,photon,1,0,0.0
708,jet,0,2,
708,jet,1,4,
709,photon,0,2,0.0
709,jet,0,8,
709,jet,1,0,
709,jet,2,0,
709,jet,3,1,
710,photon,0,1,0.0
710,photon,1,1,0.0
710,jet,0,1,
710,jet,1,2,
710,jet,2,0,
710,jet,3,5,
710,jet,4,2,
710,jet,5,1,
711,photon,0,0,0.0
711,photon,1,0,0.0
711,jet,0,3,
711,jet,1,6,
713,photon,0,1,0.0
713,jet,0,5,
713,jet,1,3,
713,jet,2,1,
713,jet,3,3,
715,photon,0,1,0.0
715,jet,0,7,
715,jet,1,10,
715,jet,2,3,
715,jet,3,3,
715,jet,4,2,
715,jet,5,5,
715,jet,6,4,
715,jet,7,0,
715,jet,8,0,
715,jet,9,4,
715,jet,10,2,
715,jet,11,1,
715,jet,12,1,
715,jet,13,0,
716,photon,0,0,0.0
716,jet,0,3,
716,jet,1,6,
716,jet,2,3,
716,jet,3,1,
716,jet,4,3,
718,photon,0,0,0.0
718,jet,0,2,
718,jet,1,3,
718,jet,2,1,
719,photon,0,0,0.0
719,jet,0,9,
719,jet,1,2,
719,jet,2,3,
719,jet,3,1,
719,jet,4,4,
719,jet,5,0,
719,jet,6,1,
719,jet,7,0,
720,photon,0,1,0.0
720,photon,1,2,0.0
720,jet,0,3,
720,jet,1,2,
720,jet,2,4,
720,jet,3,3,
721,photon,0,0,0.0
721,jet,0,7,
721,jet,1,4,
721,jet,2,2,
721,jet,3,3,
722,photon,0,1,0.0
722,photon,1,0,0.0
722,jet,0,5,
722,jet,1,3,
723,photon,0,0,0.0
723,jet,0,2,
723,jet,1,2,
723,jet,2,4,
724,photon,0,0,0.0
724,jet,0,7,
724,jet,1,0,
724,jet,2,5,
724,jet,3,4,
725,photon,0,1,0.0
725,jet,0,6,
725,jet,1,2,
725,jet,2,0,
725,jet,3,1,
725,jet,4,1,
725,jet,5,5,
725,jet,6,1,
725,jet,7,1,
725,jet,8,1,
726,photon,0,0,0.0
726,jet,0,4,
726,jet,1,4,
726,jet,2,2,
727,photon,0,2,0.0
727,jet,0,4,
727,jet,1,3,
728,photon,0,0,0.0
728,jet,0,2,
728,jet,1,3,
728,jet,2,0,
730,photon,0,2,0.0
730,jet,0,0,
730,jet,1,2,
730,jet,2,1,
730,jet,3,4,
730,jet,4,3,
730,jet,5,0,
730,jet,6,2,
731,photon,0,1,0.0
731,jet,0,2,
731,jet,1,4,
731,jet,2,3,
731,jet,3,3,
731,jet,4,0,
733,photon,0,2,0.0
733,jet,0,8,
733,jet,1,4,
733,jet,2,3,
733,jet,3,3,
733,jet,4,1,
733,jet,5,2,
733,jet,6,0,
733,jet,7,1,
733,jet,8,0,
733,jet,9,0,
733,jet,10,1,
733,jet,11,0,
733,jet,12,3,
733,jet,13,2,
733,jet,14,2,
733,jet,15,1,
733,jet,16,3,
733,jet,17,0,
733,jet,18,2,
733,jet,19,1,
733,jet,20,1,
733,jet,21,0,
734,photon,0,1,0.0
734,jet,0,2,
734,jet,1,3,
734,jet,2,0,
734,jet,3,0,
735,photon,0,4,0.0
735,jet,0,5,
735,jet,1,8,
735,jet,2,1,
735,jet,3,2,
735,jet,4,1,
735,jet,5,1,
735,jet,6,2,
735,jet,7,4,
735,jet,8,2,
736,photon,0,1,0.0
736,photon,1,0,0.0
736,jet,0,8,
736,jet,1,3,
736,jet,2,2,
737,photon,0,0,0.0
737,photon,1,1,0.0
737,jet,0,8,
737,jet,1,6,
737,jet,2,0,
737,jet,3,3,
737,jet,4,2,
738,photon,0,0,0.0
738,photon,1,0,0.0
738,jet,0,2,
739,photon,0,1,0.0
739,jet,0,9,
739,jet,1,3,
739,jet,2,2,
739,jet,3,3,
739,jet,4,3,
739,jet,5,1,
739,jet,6,0,
739,jet,7,1,
739,jet,8,4,
739,jet,9,2,
739,jet,10,0,
739,jet,11,1,
739,jet,12,2,
739,jet,13,1,
739,jet,14,2,
739,jet,15,2,
740,photon,0,1,0.0
740,jet,0,6,
740,jet,1,4,
740,jet,2,0,
740,jet,3,3,
741,jet,0,3,
741,jet,1,2,
741,jet,2,4,
741,jet,3,1,
741,jet,4,6,
741,jet,5,2,
742,photon,0,1,0.0
742,jet,0,5,
742,jet,1,4,
742,jet,2,1,
742,jet,3,7,
742,jet,4,2,
742,jet,5,2,
742,jet,6,1,
742,jet,7,0,
742,jet,8,2,
742,jet,9,0,
742,jet,10,0,
742,jet,11,2,
742,jet,12,1,
742,jet,13,0,
742,jet,14,2,
742,jet,15,0,
743,photon,0,2,0.0
743,photon,1,0,0.0
743,jet,0,8,
743,jet,1,2,
744,photon,0,1,0.0
744,photon,1,0,0.0
744,jet,0,5,
744,jet,1,3,
744,jet,2,1,
744,jet,3,4,
745,photon,0,0,0.0
745,jet,0,2,
745,jet,1,8,
745,jet,2,6,
745,jet,3,0,
745,jet,4,1,
745,jet,5,5,
746,photon,0,0,0.0
746,jet,0,7,
746,jet,1,4,
746,jet,2,4,
747,photon,0,3,0.0
747,photon,1,1,0.0
747,jet,0,11,
747,jet,1,6,
747,jet,2,2,
747,jet,3,4,
747,jet,4,2,
747,jet,5,1,
747,jet,6,1,
747,jet,7,0,
747,jet,8,4,
749,photon,0,0,0.0
749,photon,1,0,0.0
749,jet,0,8,
750,photon,0,0,0.0
750,photon,1,1,0.0
750,jet,0,7,
750,jet,1,4,
750,jet,2,1,
750,jet,3,1,
751,jet,0,4,
751,jet,1,1,
751,jet,2,4,
751,jet,3,0,
752,photon,0,1,0.0
752,jet,0,6,
752,jet,1,3,
752,jet,2,7,
752,jet,3,4,
752,jet,4,4,
752,jet,5,5,
752,jet,6,1,
753,photon,0,0,0.0
753,jet,0,3,
753,jet,1,1,
753,jet,2,0,
754,photon,0,0,0.0
754,jet,0,3,
754,jet,1,9,
754,jet,2,9,
754,jet,3,0,
754,jet,4,7,
754,jet,5,0,
755,photon,0,1,0.0
755,jet,0,4,
755,jet,1,3,
755,jet,2,2,
755,jet,3,0,
756,photon,0,0,0.0
756,photon,1,1,0.0
756,jet,0,0,
756,jet,1,3,
756,jet,2,3,
756,jet,3,1,
757,photon,0,3,0.0
757,jet,0,5,
757,jet,1,2,
757,jet,2,4,
757,jet,3,3,
758,jet,0,3,
758,jet,1,6,
758,jet,2,1,
758,jet,3,4,
758,jet,4,1,
758,jet,5,3,
759,photon,0,2,0.0
759,jet,0,2,
759,jet,1,3,
759,jet,2,7,
759,jet,3,7,
759,jet,4,1,
759,jet,5,3,
759,jet,6,1,
759,jet,7,0,
760,photon,0,4,0.0
760,jet,0,5,
760,jet,1,4,
760,jet,2,1,
760,jet,3,4,
760,jet,4,4,
760,jet,5,2,
760,jet,6,1,
760,jet,7,2,
760,jet,8,2,
760,jet,9,2,
760,jet,10,0,
760,jet,11,0,
760,jet,12,1,
760,jet,13,3,
760,jet,14,0,
760,jet,15,0,
760,jet,16,6,
760,jet,17,2,
760,jet,18,2,
760,jet,19,4,
760,jet,20,1,
760,jet,21,2,
760,jet,22,1,
760,jet,23,2,
760,jet,24,2,
760,jet,25,3,
760,jet,26,1,
760,jet,27,2,
760,jet,28,1,
761,jet,0,3,
761,jet,1,7,
761,jet,2,10,
761,jet,3,0,
762,photon,0,0,0.0
762,photon,1,1,0.0
762,jet,0,1,
762,jet,1,0,
763,photon,0,1,0.0
763,jet,0,1,
763,jet,1,8,
763,jet,2,1,
764,photon,0,0,0.0
764,photon,1,4,0.0
764,jet,0,5,
764,jet,1,1,
764,jet,2,0,
764,jet,3,4,
764,jet,4,1,
766,jet,0,2,
766,jet,1,6,
766,jet,2,2,
766,jet,3,5,
766,jet,4,5,
766,jet,5,1,
766,jet,6,0,
767,photon,0,1,0.0
767,photon,1,2,0.0
767,jet,0,9,
767,jet,1,10,
767,jet,2,8,
767,jet,3,4,
767,jet,4,5,
767,jet,5,5,
767,jet,6,2,
767,jet,7,0,
768,jet,0,2,
768,jet,1,3,
768,jet,2,3,
768,jet,3,0,
768,jet,4,0,
769,photon,0,1,0.0
769,photon,1,1,0.0
769,jet,0,3,
769,jet,1,1,
769,jet,2,1,
769,jet,3,0,
769,jet,4,1,
770,photon,0,1,0.0
770,jet,0,3,
770,jet,1,1,
770,jet,2,2,
770,jet,3,0,
770,jet,4,2,
770,jet,5,0,
771,photon,0,4,0.0
771,jet,0,8,
771,jet,1,6,
771,jet,2,1,
771,jet,3,7,
771,jet,4,1,
772,photon,0,0,0.0
772,photon,1,0,0.0
772,jet,0,9,
772,jet,1,6,
772,jet,2,4,
772,jet,3,4,
773,photon,0,0,0.0
773,photon,1,0,0.0
773,jet,0,9,
773,jet,1,1,
773,jet,2,0,
773,jet,3,3,
773,jet,4,0,
773,jet,5,1,
773,jet,6,0,
773,jet,7,1,
775,photon,0,3,0.0
775,jet,0,3,
775,jet,1,0,
775,jet,2,1,
775,jet,3,2,
776,photon,0,0,0.0
776,jet,0,4,
776,jet,1,9,
776,jet,2,1,
776,jet,3,1,
777,photon,0,0,0.0
777,jet,0,4,
777,jet,1,4,
777,jet,2,0,
777,jet,3,0,
777,jet,4,2,
777,jet,5,1,
777,jet,6,3,
777,jet,7,2,
777,jet,8,0,
778,photon,0,1,0.0
778,jet,0,2,
778,jet,1,3,
778,jet,2,2,
778,jet,3,3,
778,jet,4,1,
778,jet,5,1,
778,jet,6,1,
778,jet,7,2,
779,photon,0,1,0.0
779,photon,1,0,0.0
779,jet,0,11,
779,jet,1,12,
779,jet,2,2,
779,jet,3,1,
779,jet,4,1,
779,jet,5,3,
779,jet,6,4,
779,jet,7,4,
779,jet,8,2,
779,jet,9,1,
779,jet,10,1,
779,jet,11,4,
779,jet,12,2,
780,photon,0,0,0.0
780,jet,0,2,
780,jet,1,5,
780,jet,2,4,
780,jet,3,1,
780,jet,4,4,
780,jet,5,3,
780,jet,6,1,
781,photon,0,2,0.0
781,photon,1,1,0.0
781,jet,0,3,
781,jet,1,1,
781,jet,2,2,
781,jet,3,1,
781,jet,4,0,
781,jet,5,2,
781,jet,6,4,
781,jet,7,3,
781,jet,8,1,
781,jet,9,0,
782,photon,0,3,0.0
782,jet,0,2,
783,photon,0,4,0.0
783,jet,0,2,
783,jet,1,2,
783,jet,2,4,
783,jet,3,0,
783,jet,4,1,
783,jet,5,2,
783,jet,6,3,
783,jet,7,0,
783,jet,8,1,
783,jet,9,1,
783,jet,10,1,
783,jet,11,0,
784,jet,0,7,
784,jet,1,8,
784,jet,2,9,
784,jet,3,9,
784,jet,4,2,
785,photon,0,1,0.0
785,jet,0,10,
785,jet,1,0,
785,jet,2,3,
785,jet,3,2,
786,photon,0,1,0.0
786,jet,0,2,
786,jet,1,5,
786,jet,2,4,
786,jet,3,0,
787,photon,0,0,0.0
787,jet,0,5,
787,jet,1,5,
787,jet,2,2,
787,jet,3,2,
787,jet,4,1,
787,jet,5,2,
788,photon,0,0,0.0
788,jet,0,3,
788,jet,1,1,
788,jet,2,0,
788,jet,3,4,
788,jet,4,1,
788,jet,5,2,
788,jet,6,0,
788,jet,7,1,
788,jet,8,0,
789,jet,0,4,
789,jet,1,6,
789,jet,2,4,
789,jet,3,4,
789,jet,4,1,
789,jet,5,2,
789,jet,6,0,
790,photon,0,2,0.0
790,photon,1,1,0.0
790,jet,0,8,
790,jet,1,5,
790,jet,2,6,
790,jet,3,4,
790,jet,4,0,
790,jet,5,3,
790,jet,6,6,
790,jet,7,5,
792,photon,0,0,0.0
792,jet,0,4,
792,jet,1,6,
792,jet,2,3,
792,jet,3,3,
792,jet,4,3,
792,jet,5,2,
792,jet,6,3,
792,jet,7,2,
792,jet,8,1,
793,photon,0,0,0.0
793,photon,1,3,0.0
793,jet,0,9,
793,jet,1,11,
793,jet,2,4,
793,jet,3,6,
794,photon,0,4,0.0
794,jet,0,11,
794,jet,1,5,
794,jet,2,6,
794,jet,3,3,
794,jet,4,1,
794,jet,5,2,
795,photon,0,2,0.0
795,jet,0,11,
795,jet,1,5,
795,jet,2,2,
795,jet,3,2,
795,jet,4,4,
795,jet,5,1,
795,jet,6,2,
795,jet,7,1,
796,photon,0,4,0.0
796,jet,0,2,
796,jet,1,1,
796,jet,2,0,
796,jet,3,3,
796,jet,4,2,
796,jet,5,1,
796,jet,6,3,
796,jet,7,2,
796,jet,8,2,
796,jet,9,0,
797,photon,0,1,0.0
797,jet,0,6,
797,jet,1,4,
797,jet,2,1,
797,jet,3,0,
797,jet,4,3,
797,jet,5,0,
797,jet,6,1,
797,jet,7,2,
797,jet,8,0,
797,jet,9,1,
797,jet,10,1,
797,jet,11,0,
797,jet,12,0,
797,jet,13,1,
798,photon,0,1,0.0
798,jet,0,0,
798,jet,1,2,
798,jet,2,1,
799,photon,0,0,0.0
799,jet,0,2,
799,jet,1,1,
799,jet,2,2,
799,jet,3,5,
800,photon,0,1,0.0
800,jet,0,2,
800,jet,1,5,
800,jet,2,4,
800,jet,3,3,
800,jet,4,1,
800,jet,5,4,
800,jet,6,3,
800,jet,7,1,
800,jet,8,0,
800,jet,9,0,
800,jet,10,1,
800,jet,11,1,
800,jet,12,3,
800,jet,13,2,
800,jet,14,0,
800,jet,15,1,
800,jet,16,0,
800,jet,17,1,
800,jet,18,2,
800,jet,19,1,
803,photon,0,1,0.0
803,jet,0,7,
803,jet,1,2,
803,jet,2,5,
803,jet,3,0,
803,jet,4,1,
803,jet,5,4,
803,jet,6,3,
803,jet,7,0,
803,jet,8,0,
803,jet,9,3,
803,jet,10,1,
803,jet,11,2,
803,jet,12,0,
803,jet,13,1,
803,jet,14,1,
803,jet,15,2,
803,jet,16,1,
803,jet,17,2,
803,jet,18,1,
804,photon,0,0,0.0
804,jet,0,6,
804,jet,1,2,
804,jet,2,1,
804,jet,3,0,
804,jet,4,1,
804,jet,5,7,
805,photon,0,3,0.0
805,photon,1,0,0.0
805,jet,0,12,
805,jet,1,6,
805,jet,2,2,
805,jet,3,2,
805,jet,4,2,
806,photon,0,0,0.0
806,jet,0,10,
806,jet,1,0,
806,jet,2,1,
806,jet,3,3,
806,jet,4,2,
806,jet,5,0,
806,jet,6,1,
806,jet,7,1,
806,jet,8,1,
809,photon,0,0,0.0
809,jet,0,2,
809,jet,1,2,
809,jet,2,1,
809,jet,3,0,
809,jet,4,1,
810,jet,0,7,
810,jet,1,6,
810,jet,2,4,
810,jet,3,3,
810,jet,4,1,
811,photon,0,1,0.0
811,jet,0,8,
811,jet,1,3,
811,jet,2,2,
811,jet,3,0,
812,photon,0,1,0.0
812,jet,0,5,
812,jet,1,5,
812,jet,2,2,
812,jet,3,0,
812,jet,4,0,
813,jet,0,2,
813,jet,1,4,
813,jet,2,5,
813,jet,3,1,
813,jet,4,1,
813,jet,5,0,
813,jet,6,0,
814,photon,0,1,0.0
814,photon,1,0,0.0
814,jet,0,6,
814,jet,1,4,
814,jet,2,4,
814,jet,3,2,
814,jet,4,3,
814,jet,5,2,
815,photon,0,0,0.0
815,photon,1,1,0.0
815,jet,0,10,
815,jet,1,2,
815,jet,2,1,
815,jet,3,0,
815,jet,4,3,
815,jet,5,1,
815,jet,6,0,
815,jet,7,1,
815,jet,8,0,
815,jet,9,2,
815,jet,10,2,
815,jet,11,1,
815,jet,12,0,
815,jet,13,3,
816,photon,0,1,0.0
816,jet,0,2,
816,jet,1,6,
816,jet,2,1,
816,jet,3,3,
816,jet,4,3,
816,jet,5,2,
816,jet,6,0,
816,jet,7,0,
816,jet,8,3,
816,jet,9,1,
816,jet,10,0,
816,jet,11,2,
816,jet,12,3,
817,photon,0,0,0.0
817,jet,0,6,
817,jet,1,3,
817,jet,2,7,
817,jet,3,4,
817,jet,4,0,
817,jet,5,2,
817,jet,6,0,
817,jet,7,1,
817,jet,8,2,
820,photon,0,0,0.0
